entry_id,title,category,posting_date,unit_slug,card,evidencia,pred_subunit,gold_subunit,gold_subunits_extra,gold_fonte,scorable,notas
maptextures,Página sobre texturas em OpenGL,outros,,unidade-04-processo-de-visualizacao-2d,17 - Mapeamento de Texturas,MapTextures · Conteúdo Extraído · Mapeamento de Texturas · Carga de uma textura · Carrega texturas · Aplicação de uma Textura · Ativação de uma textura,sistema-de-coordenadas-cartesianas,,,conteudo,no,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); BLOCO ERRADO: bloco-06 por colisao do token 'mapeamento' com a sessao 'processo de visualizacao 2d mapeamento' (flagado; voter decide); unidade herdada u04; verdade u08/mapeamento-de-textura, secao 17 sem sessao no SARC"
exercicios,Exercícios,listas,,unidade-01-introducao-ao-processamento-grafico,2 - Biblioteca OpenGL,exercicios · Conteúdo Extraído · Exercícios de Introdução à OpenGL,conceitos,,,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); exercicios de introducao a OpenGL: ferramenta, sem subtopico na taxonomia; resposta honesta = vazio (pred 'conceitos' 1.0 e errada)"
opengl-cpp,Exemplo Básico de OpenGL em C++,codigo-professor,,unidade-01-introducao-ao-processamento-grafico,2 - Biblioteca OpenGL,OpenGL-CPP,conceitos,,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); bundle de projetos OpenGL (ferramenta): sem subtopico; vazio
opengl-py,Exemplo Básico de OpenGL em Python,codigo-professor,,unidade-01-introducao-ao-processamento-grafico,2 - Biblioteca OpenGL,OpenGL-PY,conceitos,,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); bundle de projetos OpenGL (ferramenta): sem subtopico; vazio
openglbasico,Tutorial Introdutório de OpenGL,outros,,unidade-01-introducao-ao-processamento-grafico,2 - Biblioteca OpenGL,Introdução à OpenGL · Prof. Márcio Sarroglia Pinho · Resumo · Condições Preliminares · Instalação do Projeto OpenGL · Modelo de execução orientado a eventos · Programa Principal · _**Figura 1 – Progra,conceitos,,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); tutorial de instalacao/uso de OpenGL: ferramenta; vazio
texturas-v3,Teste de texturas em Python,codigo-professor,,unidade-01-introducao-ao-processamento-grafico,2 - Biblioteca OpenGL,Texturas_v3,conceitos,,,conteudo,no,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); UNIDADE ERRADA: computada u01 (card 2 OpenGL, sem bloco); conteudo texturas+iluminacao = u08; GLOSSARY.md do CG para em 7.1.2 -> u08 sem termo, sem sinonimo manual possivel (divida de dados)"
exemplodemanipulacaodeimagens,Classe Vetor,codigo-professor,,unidade-02-fundamentos-matematicos,3 - Fundamentos Matemáticos para Computação Gráfica,ExemploDeManipulacaoDeImagens,entidades-geometricas,,,conteudo,no,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); CONFLITO: label do Moodle 'Classe Vetor' (u02) x conteudo do .cpp = processamento de imagens (u03/filtros); computada u02 — RULING pendente
exercicio-com-animacao,Exercício com Animação,listas,,unidade-02-fundamentos-matematicos,3 - Fundamentos Matemáticos para Computação Gráfica,exercicio-com-animacao · Conteúdo Extraído,,operacoes-com-vetores,entidades-geometricas,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); triangulo atravessa a tela em tempo fixo = deslocamento por vetor
exercicio-com-poligonos,Exercício com Polígonos,listas,,unidade-02-fundamentos-matematicos,3 - Fundamentos Matemáticos para Computação Gráfica,exercicio-com-poligonos · Conteúdo Extraído,algoritmos-de-poligonos,algoritmos-de-poligonos,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); ponto dentro/fora do poligono
exercicio-de-animacao-foguete,Exercício de Animação - Foguete,listas,,unidade-02-fundamentos-matematicos,3 - Fundamentos Matemáticos para Computação Gráfica,exercicio-de-animacao-foguete · Conteúdo Extraído,algoritmos-de-poligonos,operacoes-com-vetores,algoritmos-de-poligonos,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); foguete de poligonos deslocado por PosFoguete (vetor)
fundamentosmatematicos,Slides,material-de-aula,,unidade-02-fundamentos-matematicos,3 - Fundamentos Matemáticos para Computação Gráfica,"Fundamentos Matemáticos para Computação Gráfica · PONTOS, VETORES, RETAS, ETC... · Pontos · Vetores · Vetores · Vetores · Vetores · • Operações",entidades-geometricas,entidades-geometricas,operacoes-com-vetores,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); pontos, vetores, retas; operacoes"
matematica,Produto Escalar,codigo-professor,,unidade-02-fundamentos-matematicos,3 - Fundamentos Matemáticos para Computação Gráfica,Matematica,entidades-geometricas,operacoes-com-vetores,entidades-geometricas,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); classe Vetor 2D: translacao, escala, vetor resultante; label 'Produto Escalar'"
colisao,Slides sobre Detecção de Colisão,material-de-aula,,unidade-02-fundamentos-matematicos,4 - Detecção de Colisão,Computação Gráfica **Detecção de Colisão · Detecção de Colisão · Testes entre objetos · Envelopes / bounding boxes · AABB – Axis Aligned Bounding Boxes (Envelopes) · Teste de Colisão entre AABB · Test,algoritmos-de-deteccao-e-calculo-de-interseccao,algoritmos-de-deteccao-e-calculo-de-interseccao,,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); AABB/OOBB, envelopes"
geomcomp,Página sobre Geometria Computacional,outros,,unidade-02-fundamentos-matematicos,5 - Geometria Computacional,GeomComp · Conteúdo Extraído,algoritmos-de-geometria-computacional,algoritmos-de-geometria-computacional,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user)
animacao-v2,Exemplo de Código para Animação,codigo-professor,,unidade-04-processo-de-visualizacao-2d,6 - Processo de Visualização 2D,Animacao\Animacao-V2.cpp,desenho-de-linhas,,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); u04 pelo oraculo (SARC/Moodle 'Processo de Visualizacao 2D'); o plano poe transformacoes/instanciamento em u05: u04 nao tem subtopico -> vazio
exercicios-teoricos-sobre-processo-de-visualizacao-2d,Exercícios Teóricos sobre Processo de Visualização 2D,listas,,unidade-04-processo-de-visualizacao-2d,6 - Processo de Visualização 2D,exercicios-teoricos-sobre-processo-de-visualizacao-2d · Conteúdo Extraído,desenho-de-linhas,sistema-de-coordenadas-cartesianas,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); u04 pelo oraculo; mapeamento window/viewport = mudanca de sistema de coordenadas (plano: u05/mapeamento-window-e-viewport)
instanciamento,Instanciamento,outros,,unidade-04-processo-de-visualizacao-2d,6 - Processo de Visualização 2D,Computação Gráfica · Processo de Visualização Bidimensional INSTANCIAMENTO · Prof. Márcio Sarroglia Pinho · 1 INTRODUÇÃO · 2 SISTEMA DE REFERÊNCIA DO OBJETO · 3 TRANSFORMAÇÕES GEOMÉTRICAS · 3.1 Transf,2d-3d-mao-direita-e-mao-esquerda,,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); u04 pelo oraculo (SARC/Moodle 'Processo de Visualizacao 2D'); o plano poe transformacoes/instanciamento em u05: u04 nao tem subtopico -> vazio
mapeamento,Mapeamento,outros,,unidade-04-processo-de-visualizacao-2d,6 - Processo de Visualização 2D,"Computação Gráfica · Processo de Visualização Bidimensional · MAPEAMENTO · 1 INTRODUÇÃO · 1.1 JANELA DE SELEÇÃO e JANELA DE EXIBIÇÃO · A partir disto, as funções de mapeamento ficam da seguinte forma:",sistema-de-coordenadas-cartesianas,sistema-de-coordenadas-cartesianas,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); u04 pelo oraculo; mapeamento window/viewport = mudanca de sistema de coordenadas (plano: u05/mapeamento-window-e-viewport)
pagina-com-videos-sobre-instanciamento,Página com vídeos sobre INSTANCIAMENTO,outros,,unidade-04-processo-de-visualizacao-2d,6 - Processo de Visualização 2D,pagina-com-videos-sobre-instanciamento · Conteúdo Extraído,desenho-de-linhas,,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); u04 pelo oraculo (SARC/Moodle 'Processo de Visualizacao 2D'); o plano poe transformacoes/instanciamento em u05: u04 nao tem subtopico -> vazio
recorte,Recorte,outros,,unidade-04-processo-de-visualizacao-2d,6 - Processo de Visualização 2D,"Computação Gráfica · Processo de Visualização Bidimensional · RECORTE · 1 RECORTE · 1.1** RECORTE DE RETAS · A Janela de Seleção : **(min.x, min.y) - (max.x max.y) · 1.3** ALGORITMO DE COHEN-SUTHERLAN",recorte,recorte,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); Cohen-Sutherland
transformacoesgeometricas,Exemplo de Código para Instanciamento,codigo-professor,,unidade-04-processo-de-visualizacao-2d,6 - Processo de Visualização 2D,TransformacoesGeometricas\TransformacoesGeometricas.cpp,,,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); u04 pelo oraculo (SARC/Moodle 'Processo de Visualizacao 2D'); o plano poe transformacoes/instanciamento em u05: u04 nao tem subtopico -> vazio
transformacoesgl,Página sobre TRANSFORMAÇÕES GEOMÉTRICAS em OpenGL,outros,,unidade-04-processo-de-visualizacao-2d,6 - Processo de Visualização 2D,TransformacoesGL · Conteúdo Extraído,sistema-de-coordenadas-cartesianas,,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); u04 pelo oraculo (SARC/Moodle 'Processo de Visualizacao 2D'); o plano poe transformacoes/instanciamento em u05: u04 nao tem subtopico -> vazio
vis2d,Introdução,outros,,unidade-04-processo-de-visualizacao-2d,6 - Processo de Visualização 2D,Computação Gráfica · Processo de Visualização Bidimensional · 1 INTRODUÇÃO · 1.1 INSTANCIAMENTO · 1.2 RECORTE · 1.3 MAPEAMENTO · 2 SISTEMAS DE REFERÊNCIA · Imagens Curadas,recorte,sistema-de-coordenadas-cartesianas,recorte,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); introducao ao processo 2D (instanciamento, recorte, mapeamento, sistemas de referencia); alternativa u05/pipeline-de-visualizacao-2d"
bezier-animacao,Código CPP com Exemplo de ANIMAÇÃO com Curvas Bèzier,codigo-professor,,unidade-07-representacao-e-modelagem-de-objetos,7 - Curvas Paramétricas,Bezier-Animacao,,bezier-e-algoritmo-de-casteljau,representacao-de-curvas-parametricas,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user)
bezier-cpp,Código CPP com Exemplo de Traçado com Curvas Bèzier,codigo-professor,,unidade-07-representacao-e-modelagem-de-objetos,7 - Curvas Paramétricas,Bezier-CPP,,bezier-e-algoritmo-de-casteljau,representacao-de-curvas-parametricas,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user)
bezier-py,Código PYTHON com Exemplo de Traçado com Curvas Bèzier,codigo-professor,,unidade-07-representacao-e-modelagem-de-objetos,7 - Curvas Paramétricas,Bezier-PY,,bezier-e-algoritmo-de-casteljau,representacao-de-curvas-parametricas,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user)
bezier-python,Código PYTHON com Exemplo de ANIMAÇÃO com Curvas Bèzier,codigo-professor,,unidade-07-representacao-e-modelagem-de-objetos,7 - Curvas Paramétricas,Bezier-Python,,bezier-e-algoritmo-de-casteljau,representacao-de-curvas-parametricas,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); quadraticas e cubicas; animacao
curvas,Página sobre curvas Paramétricas,outros,,unidade-07-representacao-e-modelagem-de-objetos,7 - Curvas Paramétricas,Curvas · Conteúdo Extraído,hermite,representacao-de-curvas-parametricas,bezier-e-algoritmo-de-casteljau;hermite;catmull-rom;b-spline,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); pagina geral de curvas parametricas
curvasparametricas,Slides sobre Curvas Paramétricas,material-de-aula,,unidade-07-representacao-e-modelagem-de-objetos,7 - Curvas Paramétricas,Curvas Paramétricas · Introdução · Representação de Curvas · Representação de Curvas · • Forma não paramétrica · Representação de Curvas · Representação de Curvas · • Forma paramétrica,,representacao-de-curvas-parametricas,bezier-e-algoritmo-de-casteljau;hermite;catmull-rom;b-spline,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); slides: forma parametrica x nao parametrica
exercicios-sobre-curvas,Exercícios sobre Curvas,listas,,unidade-07-representacao-e-modelagem-de-objetos,7 - Curvas Paramétricas,exercicios-sobre-curvas · Conteúdo Extraído,hermite,catmull-rom,representacao-de-curvas-parametricas;bezier-e-algoritmo-de-casteljau,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); 1a questao: Catmull-Rom por 4 pontos
floodfill,Exercício sobre preenchimento de área,listas,,unidade-03-processamento-de-imagens-e-visao-computacional,8 - Manipulação de Imagens,FloodFill · Conteúdo Extraído · Resumo · Ferramentas · Atividades,segmentacao,segmentacao,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); flood fill = crescimento de regiao; alternativa u04/preenchimento-de-poligonos (card 8 Manipulacao de Imagens)
img,Página sobre Manipulação de Imagens,outros,,unidade-03-processamento-de-imagens-e-visao-computacional,8 - Manipulação de Imagens,IMG · Conteúdo Extraído,filtros,cores-e-tipos-de-imagens,filtros;algoritmos-de-quantizacao-e-amostragem,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); 1. Tipos de imagens (true-color...)
remocaoderuido,Exercício sobre Remoção de Ruído,listas,,unidade-03-processamento-de-imagens-e-visao-computacional,8 - Manipulação de Imagens,RemocaoDeRuido · Conteúdo Extraído · Ferramentas · Atividades,filtros,filtros,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user)
exercicios-de-processamento-de-imagens,Exercícios de Processamento de Imagens,listas,,unidade-03-processamento-de-imagens-e-visao-computacional,9 - Introdução ao Processamento de Imagens,exercicios-de-processamento-de-imagens · Conteúdo Extraído · A lista completa está [neste link](https://www.inf.pucrs.br/pinho/CG/Exercicios/Lista2D/ExerciciosProcImagens.html).,cores-e-tipos-de-imagens,algoritmos-de-quantizacao-e-amostragem,cores-e-tipos-de-imagens;filtros;segmentacao,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); 1a questao: copia de imagem de 64 tons (quantizacao); lista cobre varios
introducaoprocimg,Slides,material-de-aula,,unidade-03-processamento-de-imagens-e-visao-computacional,9 - Introdução ao Processamento de Imagens,Introdução · Histogramas · Histogramas · w Equalização · Histogramas · Histogramas · w **Janelamento · Histogramas,filtros,filtros,introducao-e-exemplos-de-aplicacoes;cores-e-tipos-de-imagens,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); histogramas, equalizacao, convolucao, Sobel"
exercicios-de-geometria-computacional,Exercícios de Geometria Computacional,listas,,unidade-02-fundamentos-matematicos,Exercícios 2D,exercicios-de-geometria-computacional · Conteúdo Extraído · A lista completa está [neste link](https://www.inf.pucrs.br/pinho/CG/Exercicios/Lista2D/ExerciciosGeometriaComputacional.html).,entidades-geometricas,algoritmos-de-geometria-computacional,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); matriz de dominancia
exercicios-sobre-curvas-html,Exercícios sobre Curvas,listas,,unidade-07-representacao-e-modelagem-de-objetos,Exercícios 2D,exercicios-sobre-curvas · Conteúdo Extraído,hermite,catmull-rom,representacao-de-curvas-parametricas;bezier-e-algoritmo-de-casteljau,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); duplicata html de exercicios-sobre-curvas
exercicios-teoricos-sobre-processo-de-visualizacao-2d-html,Exercícios Teóricos sobre Processo de Visualização 2D,listas,,unidade-04-processo-de-visualizacao-2d,Exercícios 2D,exercicios-teoricos-sobre-processo-de-visualizacao-2d · Conteúdo Extraído,desenho-de-linhas,sistema-de-coordenadas-cartesianas,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); u04 pelo oraculo; mapeamento window/viewport = mudanca de sistema de coordenadas (plano: u05/mapeamento-window-e-viewport)
exerciciosfundamentosmatematicos,Exercicios sobre Fundamentos Matemáticos,listas,,unidade-02-fundamentos-matematicos,Exercícios 2D,ExerciciosFundamentosMatematicos · Conteúdo Extraído · Exercícios sobre Fundamentos Matemáticos para Computação Gráfica · 1) Animação com Vetores · 2) Determinação de Concavidade em Polígono · 3) Incl,algoritmos-de-poligonos,algoritmos-de-poligonos,operacoes-com-vetores,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); 3 de 4 questoes sobre poligonos (concavidade, inclusao de ponto)"
resolucao-de-prova-de-computacao-grafica-2d,Resolução de Prova de Computação Gráfica 2D,provas,,unidade-04-processo-de-visualizacao-2d,Exercícios 2D,resolucao-de-prova-de-computacao-grafica-2d · Conteúdo Extraído,desenho-de-linhas,,,,no,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); prova resolvida: cobre varias unidades
listadeexercicios2026-1,Lista 2026/2,listas,,unidade-08-sintese-de-imagens-realisticas,Exercícios para P2,Computação Gráfica · EXERCÍCIOS · ILUMINAÇÃO · Sugestão:** utilize uma vista superior! · ILUMINAÇÃO · A partir disto · RESPOSTA · PROJEÇÃO + MODELAGEM,,,,,no,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); lista para P2: iluminacao + projecao + modelagem (u06/u07/u08)
cronograma2026-2,Cronograma,cronograma,,unidade-01-introducao-ao-processamento-grafico,Plano de Ensino,Prof. Márcio Sarroglia Pinho · Cronograma,,,,,no,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); meta (cronograma)
planodeensino-4645z-04-fundamentos-de-computacao-grafica,Plano de Ensino,cronograma,,unidade-01-introducao-ao-processamento-grafico,Plano de Ensino,ESCOLA:** Politécnica · EMENTA: · OBJETIVOS DE APRENDIZAGEM · 1.3.** Áreas relacionadas · Nº DA UNIDADE:** 02 **Nº DE HORAS EM PERCENTUAL:** 15% **CONTEÚDO:** Fundamentos Matemáticos · Nº DA UNIDADE:*,,,,,no,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); meta (plano de ensino)
