entry_id,title,category,posting_date,unit_slug,card,evidencia,pred_subunit,gold_subunit,gold_subunits_extra,gold_fonte,scorable,notas
exemplos,Exemplos - definicoes de funcoes,codigo-professor,2026-02-18,unidade-01-metodos-formais,Provas por Indução,exemplos,exemplos-de-aplicacoes,provadores-de-teoremas,especificacao-de-funcoes-recursivas;especificacao-de-conjuntos-indutivos,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); .thy: tipos indutivos, predicados, funcoes recursivas em Isabelle"
intro,Exemplos - introducao,codigo-professor,2026-02-18,unidade-01-metodos-formais,Provas por Indução,intro,provadores-de-teoremas,provadores-de-teoremas,especificacao-de-conjuntos-indutivos;especificacao-de-funcoes-recursivas,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); .thy: naturais, recursao primitiva, regras de inducao"
listas,Exemplos: provas sobre listas,codigo-professor,2026-02-18,unidade-01-metodos-formais,Provas por Indução,listas,provadores-de-teoremas,provadores-de-teoremas,especificacao-de-funcoes-recursivas,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); .thy: cat e associatividade
provas,Exemplos - provas isabelle e isar,codigo-professor,2026-02-18,unidade-01-metodos-formais,Provas por Indução,provas,provadores-de-teoremas,provadores-de-teoremas,especificacao-de-funcoes-recursivas,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); .thy: add, propriedades indutivas, Isar"
correcaoterminacao,Correção e Terminação,material-de-aula,2026-02-18,unidade-02-verificacao-de-programas,Verificação de Programas,Sumário · Correção de Algoritmos · 1. Correção · Correção parcial: · Correção total: · 2. Relações e ordens · 3. Ordens bem-fundamentadas · 4. Exemplos e construção de ordens bem-fundamentadas,correcao-parcial-e-total,correcao-parcial-e-total,invariante-e-variante-de-laco,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); correcao parcial/total, ordens bem-fundamentadas, terminacao"
exercicioscorrecaoterminacao,Exercícios - terminação,listas,2026-02-18,unidade-02-verificacao-de-programas,Verificação de Programas,Exercícios · Correção e Terminação,correcao-parcial-e-total,correcao-parcial-e-total,invariante-e-variante-de-laco;softwares-de-suporte-a-verificacao-formal-de-programas,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); terminacao em Dafny
exerciciosformalizacaoalgoritmosinvariantes,Exercícios - invariantes de laço,listas,2026-02-18,unidade-02-verificacao-de-programas,Verificação de Programas,Exercícios · Formalização de algoritmos com invariantes de laço,invariante-e-variante-de-laco,invariante-e-variante-de-laco,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user)
formalizacaoalgoritmos-invarianteslaco,Invariantes de laço,material-de-aula,2026-02-18,unidade-02-verificacao-de-programas,Verificação de Programas,Sumário · Invariantes de Laço · 1. Introdução · 2. Um primeiro algoritmo · 3. Algoritmos como sequências de estados · 4. Máquina de estados · 5. Princípio da invariante · 6. Invariante de laço,invariante-e-variante-de-laco,invariante-e-variante-de-laco,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user)
logicadehoare,Lógica de Hoare (parte 1),material-de-aula,2026-02-18,unidade-02-verificacao-de-programas,Verificação de Programas,Sumário · Lógica de Floyd-Hoare · Triplas de Hoare · Exemplo 1: · Exemplo 2: · Exercícios: · Linguagem de Programação Simplificada · SINTAXE (BNF):,logica-de-hoare,logica-de-hoare,pre-e-pos-condicoes,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); triplas de Hoare
logicadehoare2,Lógica de Hoare (parte 2),material-de-aula,2026-02-18,unidade-02-verificacao-de-programas,Verificação de Programas,Sumário · Lógica de Floyd-Hoare · Cálculo de Floyd-Hoare (continuação) · LAÇOS ENQUANTO · Exemplo completo com o uso de Atribuição + Consequência + Enquanto: · Exercícios: · ARRAYS · Exemplo:,logica-de-hoare,logica-de-hoare,invariante-e-variante-de-laco;pre-e-pos-condicoes,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); lacos enquanto, arrays"
exerciciosdafny1,Exercícios - programação e verificação com Dafny,listas,2026-02-18,unidade-02-verificacao-de-programas,Verificação de Programas,Exercícios · Programação e Verificação com Dafny,verificacao-de-programas,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas;pre-e-pos-condicoes,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); CONVENCAO proposta: listas 'Programacao e Verificacao com Dafny (X)' = softwares-de-suporte (Dafny), extra verificacao-de-programas — RULING pendente"
exerciciosdafny2,Exercícios - arrays no Dafny,listas,2026-02-18,unidade-02-verificacao-de-programas,Verificação de Programas,Sumário · Métodos Formais · Exercícios · Programação e Verificação com Dafny (Arrays),verificacao-de-programas,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); Dafny (arrays); convencao Dafny
exerciciosdafny3,Exercícios - sequências no Dafny,listas,2026-02-18,unidade-02-verificacao-de-programas,Verificação de Programas,Exercícios · Programação e Verificação com Dafny (Sequences),verificacao-de-programas,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); Dafny (sequences); convencao Dafny
exerciciosdafny4,Exercícios - conjuntos e multiconjuntos no Dafny,listas,2026-02-18,unidade-02-verificacao-de-programas,Verificação de Programas,"Exercícios · Programação e Verificação com Dafny (Sets, Multisets)",verificacao-de-programas,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); Dafny (sets, multisets); convencao Dafny"
exerciciosdafny5,Exercícios - classes em Dafny,listas,2026-02-18,unidade-02-verificacao-de-programas,Verificação de Programas,Exercícios · Programação e Verificação com Dafny (Classes),verificacao-de-programas,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas;pre-e-pos-condicoes,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); Dafny (classes, frames); convencao Dafny"
verificacaomodelos,Verificação de modelos e Lógica temporal,material-de-aula,2026-02-18,unidade-03-verificacao-de-modelos,Especificação e Verificação de Modelos,Sumário · MÉTODOS FORMAIS --- · VERIFICAÇÃO DE MODELOS · Introdução · Introdução · Introdução · Introdução · Introdução,especificacao-de-propriedades-para-sistemas-sequenciais-e-concorrentes,verificacao-de-modelos-model-checking,fundamentos-de-logicas-temporais;especificacao-de-propriedades-para-sistemas-sequenciais-e-concorrentes;modelos-de-kripke,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); slides gerais da unidade
exercicioslogicatemporal,Exercícios - modelos e lógica temporal,listas,2026-02-18,unidade-03-verificacao-de-modelos,Especificação e Verificação de Modelos,Sumário · Exercícios · Verificação de Modelos e Lógica Temporal · Imagens Curadas,verificacao-de-modelos-model-checking,fundamentos-de-logicas-temporais,verificacao-de-modelos-model-checking;logica-temporal-linear;logica-temporal-ramificada,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user)
exerciciosnusmv,Exercícios - verificação de modelos com NuXMV/NuSMV/Fasten,listas,2026-02-18,unidade-03-verificacao-de-modelos,Especificação e Verificação de Modelos,Exercícios · Verificação de Modelos NuSMV/NuXMV + Fasten,softwares-de-suporte-a-verificacao-formal-de-modelos,softwares-de-suporte-a-verificacao-formal-de-modelos,verificacao-de-modelos-model-checking,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); NuSMV/NuXMV/Fasten
classes-parte1,"Exemplos (classes, parte 1)",codigo-professor,2026-05-31,unidade-02-verificacao-de-programas,Verificação de Programas,Classes Parte1,verificacao-de-programas,pre-e-pos-condicoes,softwares-de-suporte-a-verificacao-formal-de-programas;verificacao-de-programas,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); classe Contador com contratos em Dafny
colecoes-arrays,Exemplos (Arrays),codigo-professor,2026-05-18,unidade-02-verificacao-de-programas,Verificação de Programas,Colecoes Arrays,verificacao-de-programas,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,label,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); RESUMO DE CODIGO ERRADO (repete 'datatype Cor'); rotulado pelo label 'Exemplos (Arrays)' + convencao Dafny
colecoes-conjuntos,Exemplos (Conjuntos e sequencias),codigo-professor,2026-05-24,unidade-02-verificacao-de-programas,Verificação de Programas,Colecoes Conjuntos,verificacao-de-programas,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,label,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); resumo repetido; label 'Exemplos (Conjuntos e sequencias)'
colecoes-sequences,Exemplos (Sequencias),codigo-professor,2026-05-21,unidade-02-verificacao-de-programas,Verificação de Programas,Colecoes Sequences,verificacao-de-programas,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,label,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); resumo repetido; label 'Exemplos (Sequencias)'
exercicios-conjuntos,Respostas,codigo-professor,2026-06-08,unidade-02-verificacao-de-programas,Verificação de Programas,Exercicios Conjuntos,invariante-e-variante-de-laco,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas;invariante-e-variante-de-laco,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); respostas: metodos verificados sobre arrays/sequencias (maximo, permutacao, busca)"
hoare,Exemplos (Logica de Floyd-Hoare),codigo-professor,2026-05-11,unidade-02-verificacao-de-programas,Verificação de Programas,Hoare,logica-de-hoare,logica-de-hoare,softwares-de-suporte-a-verificacao-formal-de-programas;verificacao-de-programas,label,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); label 'Exemplos (Logica de Floyd-Hoare)'; resumo amplo cita Hoare
introducao-zip,Exemplos (introducao a Dafny),codigo-professor,2026-05-11,unidade-02-verificacao-de-programas,Verificação de Programas,Introducao,verificacao-de-programas,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas,conteudo,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); introducao a Dafny: funcoes e predicados, transparencia"
invariantes,Exemplos (invariantes de laco),codigo-professor,2026-05-11,unidade-02-verificacao-de-programas,Verificação de Programas,Invariantes,,invariante-e-variante-de-laco,,label,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); RESUMO DE CODIGO ERRADO ('datatype Cor'); label 'Exemplos (invariantes de laco)'
terminacao,Exemplos (Terminacao),codigo-professor,2026-05-11,unidade-02-verificacao-de-programas,Verificação de Programas,Terminacao,,correcao-parcial-e-total,invariante-e-variante-de-laco,label,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); RESUMO DE CODIGO ERRADO ('datatype Cor'); label 'Exemplos (Terminacao)'
tiposindutivos,Exemplos (Tipos Indutivos),codigo-professor,2026-05-31,unidade-02-verificacao-de-programas,Verificação de Programas,Tiposindutivos,verificacao-de-programas,softwares-de-suporte-a-verificacao-formal-de-programas,,label,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); tipos indutivos em Dafny (conteudo de u01 na ferramenta de u02); por card u02 = softwares-de-suporte
exemplos-zip,Exemplos NuSMV,codigo-professor,2026-02-18,unidade-03-verificacao-de-modelos,Especificação e Verificação de Modelos,Exemplos,,softwares-de-suporte-a-verificacao-formal-de-modelos,verificacao-de-modelos-model-checking,label,yes,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); RESUMO DE CODIGO ERRADO (diz Dafny); label 'Exemplos NuSMV', card 'Especificacao e Verificacao de Modelos'"
exerciciosformalizacaoalgoritmosrecursao3-respostas,Respostas,listas,2026-02-18,unidade-01-metodos-formais,Especificações Indutivas e Recursivas,EQUAÇÕES RECURSIVAS III,especificacao-de-funcoes-recursivas,especificacao-de-funcoes-recursivas,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); equacoes recursivas III (arvores)
plano,Plano de Ensino,cronograma,2026-02-27,unidade-01-metodos-formais,Plano de Ensino,Sumário · EMENTA · OBJETIVOS DE APRENDIZAGEM/COMPETÊNCIAS · CONTEÚDOS · PROCEDIMENTOS METODOLÓGICOS · AVALIAÇÃO · BIBLIOGRAFIA · BÁSICA:,,,,,no,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); meta (plano de ensino)
t2-2026-1,Definição,trabalhos,2026-06-14,unidade-03-verificacao-de-modelos,TDE Trabalho Discente Efetivo,Sumário · PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL ESCOLA POLITÉCNICA · Enunciado do Problema: · Observações:,modelos-de-kripke,,,conteudo,no,"provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); UNIDADE ERRADA: computada u03, gold u02 (material_gt: cita dafny e invariante); subtopico seria invariante-e-variante-de-laco"
classes-parte2,"Exemplos (classes, parte 2)",codigo-professor,2026-06-10,unidade-02-verificacao-de-programas,Verificação de Programas,classes_parte2,correcao-parcial-e-total,verificacao-de-programas,invariante-e-variante-de-laco;pre-e-pos-condicoes;softwares-de-suporte-a-verificacao-formal-de-programas,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); BST verificada com ghost e invariantes de classe
exercicios-arrays,Respostas,codigo-professor,2026-06-08,unidade-02-verificacao-de-programas,Verificação de Programas,exercicios_arrays,verificacao-de-programas,softwares-de-suporte-a-verificacao-formal-de-programas,verificacao-de-programas;invariante-e-variante-de-laco;pre-e-pos-condicoes,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user); respostas: algoritmos em arrays verificados em Dafny
logicadehoare-exercicios-respostas,LogicaDeHoare_exercicios_respostas,gabaritos,,unidade-02-verificacao-de-programas,Verificação de Programas,Lógica de Hoare – Exercícios,logica-de-hoare,logica-de-hoare,,conteudo,yes,provenance=proposto-claude 2026-09-05 (aguarda aprovacao do user)
