origin,plugin_enabled,path,real_path,name,description_chars,description,sha256,bytes,codex_disabled,claude_override,disable_model_invocation
.agents/skills,local-discovery,C:\Users\Humberto\.agents\skills\troglodita-commit\SKILL.md,C:\Users\Humberto\.agents\skills\troglodita-commit\SKILL.md,troglodita-commit,151,"Gera mensagens de commit concisas no formato Conventional Commits. Assunto <= 50 chars, modo imperativo, sem enrolação. Invoca com /troglodita-commit.
",65efdcb36ac284fc6e6e726fd28d9608ee371e0a316730f1153a2812cc7951b3,1123,False,,False
.agents/skills,local-discovery,C:\Users\Humberto\.agents\skills\troglodita-help\SKILL.md,C:\Users\Humberto\.agents\skills\troglodita-help\SKILL.md,troglodita-help,117,"Cartão de referência rápida com todos os comandos, modos e configurações do Troglodita. Invoca com /troglodita-help.
",dfc28c6bc2f49ede4b151657cdf86922314e0f7800c51c45702ba436682a72af,1784,False,,False
.agents/skills,local-discovery,C:\Users\Humberto\.agents\skills\troglodita-review\SKILL.md,C:\Users\Humberto\.agents\skills\troglodita-review\SKILL.md,troglodita-review,113,"Review de código em uma linha. Formato: L<linha>: <emoji> <problema>. <correção>. Invoca com /troglodita-review.
",8df5cad1a007a2fd67b89a6d65d74e6b06217181391b6c2809a1a6e44929bc10,993,False,,False
.agents/skills,local-discovery,C:\Users\Humberto\.agents\skills\using-git-worktrees\SKILL.md,C:\Users\Humberto\.agents\skills\using-git-worktrees\SKILL.md,using-git-worktrees,196,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - ensures an isolated workspace exists via native tools or git worktree fallback,8cfb86f121269e8f7f12361e6795c4f6738828340e28964c9229d365666c9edd,6813,False,,False
.agents/skills,local-discovery,C:\Users\Humberto\.agents\skills\using-superpowers\SKILL.md,C:\Users\Humberto\.agents\skills\using-superpowers\SKILL.md,using-superpowers,154,"Use when starting any conversation - establishes how to find and use skills, requiring skill invocation before ANY response including clarifying questions",30f2ab78e20ddc27ee7158ae8d4a2abe161c360981c7cc3548070913142d3dc3,3108,False,,False
.agents/skills,local-discovery,C:\Users\Humberto\.agents\skills\verification-before-completion\SKILL.md,C:\Users\Humberto\.agents\skills\verification-before-completion\SKILL.md,verification-before-completion,225,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence before assertions always",2befe7fc55bcadaa3d97dd9e8efeb633d2561c0ebe74c5a8b17c4d9e7e4520b3,3646,False,,False
.agents/skills,local-discovery,C:\Users\Humberto\.agents\skills\writing-plans\SKILL.md,C:\Users\Humberto\.agents\skills\writing-plans\SKILL.md,writing-plans,84,"Use when you have a spec or requirements for a multi-step task, before touching code",90056bad3d5f196fa7c9fec0ffe592e6d9c86bc983e406642a51d1a4198b7024,6046,False,,False
.agents/skills,local-discovery,C:\Users\Humberto\.agents\skills\writing-skills\SKILL.md,C:\Users\Humberto\.agents\skills\writing-skills\SKILL.md,writing-skills,97,"Use when creating new skills, editing existing skills, or verifying skills work before deployment",d34db5c8aed6a4e0440132bd0613aace70a693ec7819d5637ad77481d8e10d1b,26360,False,,False
.codex/skills,local-discovery,C:\Users\Humberto\.codex\skills\.system\imagegen\SKILL.md,C:\Users\Humberto\.codex\skills\.system\imagegen\SKILL.md,imagegen,570,"Generate or edit raster images when the task benefits from AI-created bitmap visuals such as photos, illustrations, textures, sprites, mockups, or transparent-background cutouts. Use when Codex should create a brand-new image, transform an existing image, or derive visual variants from references, and the output should be a bitmap asset rather than repo-native code or vector. Do not use when the task is better handled by editing existing SVG/vector/code-native assets, extending an established icon or logo system, or building the visual directly in HTML/CSS/canvas.",706d4d96e1d5c9e6023fe3ccabba1bb34b364024d344fd25b8515ec7d28fe3c4,19516,False,,False
.codex/skills,local-discovery,C:\Users\Humberto\.codex\skills\.system\openai-docs\SKILL.md,C:\Users\Humberto\.codex\skills\.system\openai-docs\SKILL.md,openai-docs,459,"Use for Codex models/pricing, scheduled tasks, skills, settings, setup, troubleshooting, customization, automations, and self-knowledge—including 'you,' 'your,' 'this app,' or 'this coding agent' when they refer to Codex—and for OpenAI APIs/products and ChatGPT Work. Also use for model choice/migration, prompting, SDKs, Responses, Realtime, agents, evals, and Chat/Work/Codex comparisons. Do not use for generic app/software tasks that merely mention Codex.",8ce8021101bcea594ff92ee6cfd8ca7641a49ee66d7bc6070555f1a33fc239d9,5475,False,,False
.codex/skills,local-discovery,C:\Users\Humberto\.codex\skills\.system\plugin-creator\SKILL.md,C:\Users\Humberto\.codex\skills\.system\plugin-creator\SKILL.md,plugin-creator,471,"Create and scaffold plugin directories for Codex with a required `.codex-plugin/plugin.json`, optional plugin folders/files, valid manifest defaults, and personal-marketplace entries by default. Use when Codex needs to create a new personal plugin, add optional plugin structure, generate or update marketplace entries for plugin ordering and availability metadata, or update an existing local plugin during development with the CLI-driven cachebuster and reinstall flow.",9dba03c079abfbc680e8fca146069f054c1b0c5e9bcb5e5a9effcf86a95f67c6,11716,False,,False
.codex/skills,local-discovery,C:\Users\Humberto\.codex\skills\.system\review-agent\SKILL.md,C:\Users\Humberto\.codex\skills\.system\review-agent\SKILL.md,review-agent,229,"Perform a read-only, defect-first review of a specified code change and return every actionable finding. Use when another agent delegates review of uncommitted changes, a base-branch diff, a commit, or custom review instructions.",bb46315f6bc4b7051c05f807d19b1689b20418ac6c42590406d805c10fa2fd1a,2718,False,,False
.codex/skills,local-discovery,C:\Users\Humberto\.codex\skills\.system\skill-creator\SKILL.md,C:\Users\Humberto\.codex\skills\.system\skill-creator\SKILL.md,skill-creator,106,Create or update a Codex skill with appropriately scoped instructions and any needed supporting resources.,cccd291077ec57c6f50ca6529f0f3fb93212da09473effb2fcec808e81b21288,15540,False,,False
.codex/skills,local-discovery,C:\Users\Humberto\.codex\skills\.system\skill-installer\SKILL.md,C:\Users\Humberto\.codex\skills\.system\skill-installer\SKILL.md,skill-installer,225,"Install Codex skills into $CODEX_HOME/skills from a curated list or a GitHub repo path. Use when a user asks to list installable skills, install a curated skill, or install a skill from another repo (including private repos).",2892d8b2fb11631132118f340aed80ae17e59d5a571fc2c4f4a4a7e73f139d52,3425,False,,False
.codex/skills,local-discovery,C:\Users\Humberto\.codex\skills\graphify\SKILL.md,C:\Users\Humberto\.codex\skills\graphify\SKILL.md,graphify,353,"Use for any question about a codebase, its architecture, file relationships, or project content — especially when graphify-out/ exists, where the question should be treated as a graphify query first. Turns any input (code, docs, papers, images, videos) into a persistent knowledge graph with god nodes, community detection, and query/path/explain tools.",3898b1042721cad27d6f87ca44f638415a7f763203aefd86b90f9358ffea3a43,41318,False,,False
.codex/skills,local-discovery,C:\Users\Humberto\.codex\skills\learned-heredoc-git-bash-windows\SKILL.md,C:\Users\Humberto\.codex\skills\learned-heredoc-git-bash-windows\SKILL.md,learned-heredoc-git-bash-windows,0,,29523695ef2d90fc69b7070bcee9b554ed2c8c95669c81e733ef88417152c9fd,2591,True,,False
.codex/skills,local-discovery,C:\Users\Humberto\.codex\skills\learned-medir-uso-antes-de-remover\SKILL.md,C:\Users\Humberto\.codex\skills\learned-medir-uso-antes-de-remover\SKILL.md,learned-medir-uso-antes-de-remover,0,,4353ad9326566014fe3275c94231d6e8bf6efb7c6539acf24be8dc5aa3b6b84e,1967,False,,False
.codex/skills,local-discovery,C:\Users\Humberto\.codex\skills\learned-mex-check-falso-positivo\SKILL.md,C:\Users\Humberto\.codex\skills\learned-mex-check-falso-positivo\SKILL.md,learned-mex-check-falso-positivo,0,,cebf1ec3fd1e2729bdbdb0f635c0f972598935c3df2008a639305b703c08f59d,1971,True,,False
.codex/skills,local-discovery,C:\Users\Humberto\.codex\skills\troglodita\SKILL.md,C:\Users\Humberto\.codex\skills\troglodita\SKILL.md,troglodita,302,"Modo de comunicação ultra-comprimido para PT-BR. Corta uso de tokens ~70% mantendo precisão técnica total. Diagnósticos em telegrafia, ações no imperativo. Níveis: leve, total (padrão), máximo. Ativa quando user diz ""modo troglodita"", ""fala curta"", ""menos tokens"", ""seja breve"", ou invoca /troglodita.
",218da4eab5901414bd34e960e7df992ecfbb552c1c45e323233c56489dd1a51a,3195,True,,False
.codex/skills,local-discovery,C:\Users\Humberto\.codex\skills\troglodita-help\SKILL.md,C:\Users\Humberto\.codex\skills\troglodita-help\SKILL.md,troglodita-help,117,"Cartão de referência rápida com todos os comandos, modos e configurações do Troglodita. Invoca com /troglodita-help.
",dfc28c6bc2f49ede4b151657cdf86922314e0f7800c51c45702ba436682a72af,1784,True,,False
.claude/skills,local-discovery,C:\Users\Humberto\.claude\skills\graphify\SKILL.md,C:\Users\Humberto\.claude\skills\graphify\SKILL.md,graphify,353,"Use for any question about a codebase, its architecture, file relationships, or project content — especially when graphify-out/ exists, where the question should be treated as a graphify query first. Turns any input (code, docs, papers, images, videos) into a persistent knowledge graph with god nodes, community detection, and query/path/explain tools.",43011be551529ba70b2c3962bece090c591ce1fdc8d05026837ae337972a431a,43292,False,,False
.claude/skills,local-discovery,C:\Users\Humberto\.claude\skills\learned\heredoc-git-bash-windows\SKILL.md,C:\Users\Humberto\.claude\skills\learned\heredoc-git-bash-windows\SKILL.md,heredoc-git-bash-windows,0,,29523695ef2d90fc69b7070bcee9b554ed2c8c95669c81e733ef88417152c9fd,2591,False,,False
.claude/skills,local-discovery,C:\Users\Humberto\.claude\skills\learned\medir-uso-antes-de-remover\SKILL.md,C:\Users\Humberto\.claude\skills\learned\medir-uso-antes-de-remover\SKILL.md,medir-uso-antes-de-remover,0,,4353ad9326566014fe3275c94231d6e8bf6efb7c6539acf24be8dc5aa3b6b84e,1967,False,,False
.claude/skills,local-discovery,C:\Users\Humberto\.claude\skills\learned\mex-check-falso-positivo\SKILL.md,C:\Users\Humberto\.claude\skills\learned\mex-check-falso-positivo\SKILL.md,mex-check-falso-positivo,0,,cebf1ec3fd1e2729bdbdb0f635c0f972598935c3df2008a639305b703c08f59d,1971,False,,False
.claude/skills,local-discovery,C:\Users\Humberto\.claude\skills\troglodita\SKILL.md,C:\Users\Humberto\.claude\skills\troglodita\SKILL.md,troglodita,302,"Modo de comunicação ultra-comprimido para PT-BR. Corta uso de tokens ~70% mantendo precisão técnica total. Diagnósticos em telegrafia, ações no imperativo. Níveis: leve, total (padrão), máximo. Ativa quando user diz ""modo troglodita"", ""fala curta"", ""menos tokens"", ""seja breve"", ou invoca /troglodita.
",218da4eab5901414bd34e960e7df992ecfbb552c1c45e323233c56489dd1a51a,3195,False,,False
.claude/skills,local-discovery,C:\Users\Humberto\.claude\skills\troglodita-commit\SKILL.md,C:\Users\Humberto\.claude\skills\troglodita-commit\SKILL.md,troglodita-commit,151,"Gera mensagens de commit concisas no formato Conventional Commits. Assunto <= 50 chars, modo imperativo, sem enrolação. Invoca com /troglodita-commit.
",65efdcb36ac284fc6e6e726fd28d9608ee371e0a316730f1153a2812cc7951b3,1123,False,user-invocable-only,False
.claude/skills,local-discovery,C:\Users\Humberto\.claude\skills\troglodita-help\SKILL.md,C:\Users\Humberto\.claude\skills\troglodita-help\SKILL.md,troglodita-help,117,"Cartão de referência rápida com todos os comandos, modos e configurações do Troglodita. Invoca com /troglodita-help.
",dfc28c6bc2f49ede4b151657cdf86922314e0f7800c51c45702ba436682a72af,1784,False,,False
.claude/skills,local-discovery,C:\Users\Humberto\.claude\skills\troglodita-review\SKILL.md,C:\Users\Humberto\.claude\skills\troglodita-review\SKILL.md,troglodita-review,113,"Review de código em uma linha. Formato: L<linha>: <emoji> <problema>. <correção>. Invoca com /troglodita-review.
",8df5cad1a007a2fd67b89a6d65d74e6b06217181391b6c2809a1a6e44929bc10,993,False,user-invocable-only,False
.claude:plugin:superpowers@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\brainstorming\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\brainstorming\SKILL.md,brainstorming,198,"You MUST use this before any creative work - creating features, building components, adding functionality, or modifying behavior. Explores user intent, requirements and design before implementation.",74edf03ea6d24ef53db48677b93558d14a979bdf052ca3f57ecdca0c66791608,15456,False,,False
.claude:plugin:superpowers@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\dispatching-parallel-agents\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\dispatching-parallel-agents\SKILL.md,dispatching-parallel-agents,106,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies,1968923066f3b707eb01d1992cdf4c42284c3855f70253b9cd5000ff45fca13c,6078,False,,False
.claude:plugin:superpowers@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\executing-plans\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\executing-plans\SKILL.md,executing-plans,104,Use when you have a written implementation plan to execute in a separate session with review checkpoints,c4c3d8b628c51114cd165fb8246fe02744cd8be180032328391252e653028d9b,2305,False,,False
.claude:plugin:superpowers@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\finishing-a-development-branch\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\finishing-a-development-branch\SKILL.md,finishing-a-development-branch,101,"Use when implementation is complete, all tests pass, and you need to decide how to integrate the work",8db5a922b242dd4e1bf824cb91c13b3e8d8e8a86d6ceaf7f0774eb9cce909d65,7781,False,,False
.claude:plugin:superpowers@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\receiving-code-review\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\receiving-code-review\SKILL.md,receiving-code-review,234,"Use when receiving code review feedback, before implementing suggestions, especially if feedback seems unclear or technically questionable - requires technical rigor and verification, not performative agreement or blind implementation",091df1629510af1b92fc4abd6f96732ebedb4cb2c0f3457e8f2740b0504a2438,6203,False,,False
.claude:plugin:superpowers@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\requesting-code-review\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\requesting-code-review\SKILL.md,requesting-code-review,107,"Use when completing tasks, implementing major features, or before merging to verify work meets requirements",d71cc01ba56d2325cf8af5f7c11837819b63ecd57de0bfdb812f7f3ff7751df8,2956,False,,False
.claude:plugin:superpowers@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\subagent-driven-development\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\subagent-driven-development\SKILL.md,subagent-driven-development,85,Use when executing implementation plans with independent tasks in the current session,8dd1b8e698edec3700c6d89517dbe96febd3bacd3f6ea21c1a3569c62ea104b5,32339,False,,False
.claude:plugin:superpowers@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\systematic-debugging\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\systematic-debugging\SKILL.md,systematic-debugging,91,"Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes",808fc5717aa88ad65efff312b11c186294d3e6ee301afb584e2f86599b137787,9465,False,,False
.claude:plugin:superpowers@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\test-driven-development\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\test-driven-development\SKILL.md,test-driven-development,79,"Use when implementing any feature or bugfix, before writing implementation code",bf1b8216e523851a411e91d429a7c1c2a173e79d88957bc78e348218d50edd54,9015,False,,False
.claude:plugin:superpowers@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\using-git-worktrees\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\using-git-worktrees\SKILL.md,using-git-worktrees,196,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - ensures an isolated workspace exists via native tools or git worktree fallback,8cfb86f121269e8f7f12361e6795c4f6738828340e28964c9229d365666c9edd,6813,False,,False
.claude:plugin:superpowers@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\using-superpowers\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\using-superpowers\SKILL.md,using-superpowers,154,"Use when starting any conversation - establishes how to find and use skills, requiring skill invocation before ANY response including clarifying questions",30f2ab78e20ddc27ee7158ae8d4a2abe161c360981c7cc3548070913142d3dc3,3108,False,,False
.claude:plugin:superpowers@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\verification-before-completion\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\verification-before-completion\SKILL.md,verification-before-completion,225,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence before assertions always",2befe7fc55bcadaa3d97dd9e8efeb633d2561c0ebe74c5a8b17c4d9e7e4520b3,3646,False,,False
.claude:plugin:superpowers@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\writing-plans\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\writing-plans\SKILL.md,writing-plans,84,"Use when you have a spec or requirements for a multi-step task, before touching code",48508f44bbfd7d24b029fbf3a314f3cd14c9615599059366e922f47b8dc08cf2,7053,False,,False
.claude:plugin:superpowers@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\writing-skills\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\writing-skills\SKILL.md,writing-skills,97,"Use when creating new skills, editing existing skills, or verifying skills work before deployment",d34db5c8aed6a4e0440132bd0613aace70a693ec7819d5637ad77481d8e10d1b,26360,False,,False
.claude:plugin:claude-md-management@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\claude-md-management\1.0.0\skills\claude-md-improver\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\claude-md-management\1.0.0\skills\claude-md-improver\SKILL.md,claude-md-improver,338,"Audit and improve CLAUDE.md files in repositories. Use when user asks to check, audit, update, improve, or fix CLAUDE.md files. Scans for all CLAUDE.md files, evaluates quality against templates, outputs quality report, then makes targeted updates. Also use when the user mentions ""CLAUDE.md maintenance"" or ""project memory optimization"".",b06c7420be08ca1c7f6d75f7f4709fdb787624a2d363e2f8052216d8c780f85b,6028,False,,False
.claude:plugin:frontend-design@claude-plugins-official,False,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\frontend-design\b5439c41ae98\skills\frontend-design\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\claude-plugins-official\frontend-design\b5439c41ae98\skills\frontend-design\SKILL.md,frontend-design,204,"Guidance for distinctive, intentional visual design when building new UI or reshaping an existing one. Helps with aesthetic direction, typography, and making choices that don't read as templated defaults.",d91970639e9f5c37682ac7ab60094d35f1c7c1f38d731bd56396563aee10c1d3,9390,False,,False
.claude:plugin:ponytail@ponytail,True,C:\Users\Humberto\.claude\plugins\cache\ponytail\ponytail\4.8.4\.openclaw\skills\ponytail\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\ponytail\ponytail\4.8.4\.openclaw\skills\ponytail\SKILL.md,ponytail,151,"Lazy senior dev mode for any coding task (write, refactor, fix, review): YAGNI, stdlib first, no unrequested abstractions. Not for non-coding requests.",366d1ea221fa199634fee2bb9157d20f10fa9a604a90bec2ac4ca097ba3aaf4c,6065,False,,False
.claude:plugin:ponytail@ponytail,True,C:\Users\Humberto\.claude\plugins\cache\ponytail\ponytail\4.8.4\.openclaw\skills\ponytail-audit\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\ponytail\ponytail\4.8.4\.openclaw\skills\ponytail-audit\SKILL.md,ponytail-audit,128,"Audit the whole repo for over-engineering. A ranked list of what to delete, simplify, or replace with stdlib or native features.",ef14b6249ab842534272682f1e82a1f281b1589d31dc7b7fc80bddfe0937cd81,1471,False,,False
.claude:plugin:ponytail@ponytail,True,C:\Users\Humberto\.claude\plugins\cache\ponytail\ponytail\4.8.4\.openclaw\skills\ponytail-debt\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\ponytail\ponytail\4.8.4\.openclaw\skills\ponytail-debt\SKILL.md,ponytail-debt,126,"Harvest every ponytail: shortcut comment into one debt ledger, so deferrals get tracked instead of forgotten. One-shot report.",31f67ba4e6d323eee2e6904adb9fd7e45b043d30db1636ea6021ab305acc4a6f,1540,False,,False
.claude:plugin:ponytail@ponytail,True,C:\Users\Humberto\.claude\plugins\cache\ponytail\ponytail\4.8.4\.openclaw\skills\ponytail-gain\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\ponytail\ponytail\4.8.4\.openclaw\skills\ponytail-gain\SKILL.md,ponytail-gain,126,"Show ponytail measured impact as a scoreboard: less code, less cost, more speed, from the benchmark medians. One-shot display.",5eba4dc291cb58ae40141ec82860ac136f3ef478d269953b843313c3cb074fda,1900,False,,False
.claude:plugin:ponytail@ponytail,True,C:\Users\Humberto\.claude\plugins\cache\ponytail\ponytail\4.8.4\.openclaw\skills\ponytail-help\SKILL.md,C:\Users\Humberto\.claude\plugins\cache\ponytail\ponytail\4.8.4\.openclaw\skills\ponytail-help\SKILL.md,ponytail-help,77,"Quick reference for ponytail's modes, skills, and commands. One-shot display.",9ba837644c518c445c3c21397a2d58ca66b50154ca6d092b966a1ae5082b2cf2,2803,False,,False
