curso,entry_id,bloco,unidade,sub_aceito,sub_primario,pred_bloco,pred_unidade,pred_sub
CG,exercicios-de-processamento-de-imagens,1,1,1,0,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,cores-e-tipos-de-imagens
CG,introducaoprocimg,1,1,1,1,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,filtros
CG,exercicios-de-geometria-computacional,,1,1,1,,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional
CG,exercicios-sobre-curvas-html,,0,0,0,,unidade-02-fundamentos-matematicos,algoritmos-de-poligonos
CG,exercicios-teoricos-sobre-processo-de-visualizacao-2d-html,,1,0,0,,unidade-04-processo-de-visualizacao-2d,desenho-de-linhas
CG,exerciciosfundamentosmatematicos,,1,1,0,,unidade-02-fundamentos-matematicos,operacoes-com-vetores
CG,resolucao-de-prova-de-computacao-grafica-2d,,0,,,,unidade-01-introducao-ao-processamento-grafico,
CG,listadeexercicios2026-1,,1,,,bloco-21,unidade-08-sintese-de-imagens-realisticas,modelos-de-reflexao-ambiente-difusa-especular
CG,cronograma2026-2,,1,,,bloco-01,unidade-01-introducao-ao-processamento-grafico,
CG,planodeensino-4645z-04-fundamentos-de-computacao-grafica,,1,,,bloco-01,unidade-01-introducao-ao-processamento-grafico,
CG,videoscg-v2,,1,,,,unidade-08-sintese-de-imagens-realisticas,mapeamento-de-textura
CG,resolucao-de-prova-de-computacao-grafica-2d-html,,0,,,,unidade-01-introducao-ao-processamento-grafico,
CG,resolucao-de-prova-de-computacao-grafica-3d,,0,,,,unidade-01-introducao-ao-processamento-grafico,
CG,domina,,1,1,1,bloco-05,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional
CG,planesweep,,1,1,1,bloco-05,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional
CG,slab,,1,1,1,bloco-05,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional
CG,exercicioduascores,,1,1,0,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,cores-e-tipos-de-imagens
CG,video-sobre-origens-da-computacao-grafica-806e66,,0,0,0,,,
CG,video-com-instrucoes-para-usar-opengl-na-vdi-da-pucrs-3a8758,,0,0,0,,,
CG,video-sobre-o-algoritmo-de-recorte-por-subdivisao-binaria-db7e2e,,0,0,0,,,
CG,video-sobre-mapeamento-em-opengl-1dad3c,,0,0,0,,,
CG,aula-gravada-975b85,,0,0,0,,,
CG,video-sobre-prechimento-de-areas-duracao-330-defae7,,0,0,0,,,
CG,video-sobre-prechimento-de-areas-duracao-1300-d87e5f,,0,0,0,,,
CG,pagina-com-videos-sobre-fundamentos-matematicos-para-computacao-grafica-d1d4a9,,1,0,0,bloco-03,unidade-02-fundamentos-matematicos,algoritmos-de-poligonos
CG,videos-sobre-algoritmos-de-detecao-de-colisao-bd7d84,,1,0,0,bloco-04,unidade-02-fundamentos-matematicos,
CG,pagina-com-videos-sobre-geometria-computacional-ebca9a,,1,1,1,bloco-05,unidade-02-fundamentos-matematicos,algoritmos-de-geometria-computacional
CG,pagina-com-videos-sobre-recorte-e257d3,,1,1,1,bloco-06,unidade-04-processo-de-visualizacao-2d,recorte
CG,pagina-com-videos-sobre-mapeamento-9f410e,,1,0,0,bloco-06,unidade-04-processo-de-visualizacao-2d,
CG,pagina-com-videos-sobre-curvas-parametricas-63d902,,1,0,0,bloco-13,unidade-07-representacao-e-modelagem-de-objetos,hermite
CG,pagina-com-videos-sobre-manipulacao-de-imagens-61ddde,,1,1,1,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,cores-e-tipos-de-imagens
CG,pagina-com-videos-sobre-introducao-ao-processamento-de-imagens-61f156,,1,1,0,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,filtros
CG,pagina-com-videos-sobre-segmentacao-de-imagens-d0627f,,1,1,1,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao
CG,pagina-com-videos-sobre-segmentacao-por-texturas-e03566,,1,1,1,bloco-07,unidade-03-processamento-de-imagens-e-visao-computacional,segmentacao
CG,pagina-com-videos-sobre-morfologia-matematica-06265a,,0,0,0,bloco-08,unidade-06-processo-de-visualizacao-3d,a-matematica-das-projecoes-planares
CG,paginas-com-videos-sobre-modelagem-geometrica-f2614a,,1,0,0,bloco-15,unidade-07-representacao-e-modelagem-de-objetos,geometria-solida-construtiva-csg
CG,pagina-com-videos-sobre-visualizacao-3d-35a833,,1,0,0,bloco-18,unidade-06-processo-de-visualizacao-3d,
CG,pagina-com-videos-sobre-remocao-de-elementos-ocultos-20c34a,,1,1,1,bloco-20,unidade-06-processo-de-visualizacao-3d,algoritmos-de-remocao-de-elementos-ocultos
CG,pagina-com-videos-sobre-sintese-de-imagens-realisticas-a6d9ea,,1,1,0,bloco-21,unidade-08-sintese-de-imagens-realisticas,modelos-de-reflexao-ambiente-difusa-especular
CG,pagina-com-videos-sobre-mapeamento-de-texturas-07bbe3,,0,,,bloco-06,unidade-04-processo-de-visualizacao-2d,
